CustomerID,LastPurchaseDate,Recency,Frequency,Monetary
13079,2011-12-05 16:53:00,5,5,220.10000000000002
13080,2011-06-13 14:59:00,180,1,58.08
13081,2011-11-28 10:54:00,12,11,28337.38
13082,2011-08-05 16:16:00,127,9,3613.63
13083,2011-12-05 15:01:00,5,2,303.75
13085,2011-07-05 12:11:00,158,2,416.08
13089,2011-12-07 09:02:00,3,97,58762.08
13090,2011-12-01 12:39:00,9,14,8910.82
13091,2011-11-11 15:54:00,29,1,345.82
13092,2011-09-30 11:18:00,71,5,477.83
13093,2011-03-09 12:14:00,276,8,7832.47
13094,2011-11-18 14:07:00,22,12,1927.3200000000002
13095,2011-09-30 12:03:00,71,1,74.39999999999999
13097,2011-11-07 10:43:00,33,10,6003.22
13098,2011-12-08 14:14:00,2,28,28882.44
13099,2011-09-01 17:40:00,100,1,207.36
13101,2011-04-19 14:37:00,235,1,101.19
13102,2011-12-08 12:52:00,2,24,6424.09
13103,2011-10-31 09:38:00,40,1,243.94
13104,2011-12-06 13:10:00,4,6,1098.48
13106,2011-07-29 15:12:00,134,1,76.5
13107,2011-10-26 14:52:00,45,4,1531.6200000000001
13108,2010-12-02 10:35:00,373,1,350.06
13109,2011-10-11 10:16:00,60,2,786.54
13110,2011-11-08 14:30:00,32,7,1488.67
13113,2011-12-09 12:49:00,1,24,12245.960000000001
13115,2011-11-28 12:38:00,12,4,2294.78
13116,2011-07-24 14:33:00,139,1,501.14
13117,2011-11-18 12:02:00,22,8,984.91
13118,2011-11-20 12:46:00,20,5,1197.81
13120,2011-04-15 10:19:00,239,1,30.6
13121,2011-03-15 16:47:00,270,1,283.73
13122,2011-09-06 15:53:00,95,2,922.39
13124,2011-09-11 12:45:00,90,3,3756.33
13126,2011-12-05 10:00:00,5,8,2099.64
13127,2011-09-23 10:26:00,78,1,259.17
13130,2011-09-06 15:30:00,95,1,64.0
13131,2011-11-16 13:21:00,24,3,1073.3
13132,2011-03-23 12:44:00,262,1,77.3
13133,2011-03-11 10:31:00,274,2,109.8
13134,2011-09-15 10:35:00,86,4,1793.58
13135,2011-05-27 10:52:00,197,1,3096.0
13136,2011-10-14 13:41:00,57,5,2607.61
13137,2011-11-29 12:09:00,11,8,3603.29
13138,2011-11-17 16:51:00,23,6,962.39
13139,2011-11-23 13:54:00,17,7,5064.9400000000005
13140,2011-08-23 15:33:00,109,3,422.47
13141,2011-09-16 09:54:00,85,5,2388.75
13142,2011-11-20 16:07:00,20,1,307.09000000000003
13144,2011-01-11 11:15:00,333,1,110.95
13145,2011-10-31 12:45:00,40,4,618.52
13146,2011-11-13 15:29:00,27,1,228.91
13147,2011-11-29 13:59:00,11,4,712.8
13148,2011-11-10 15:23:00,30,12,3683.26
13149,2011-11-25 13:09:00,15,4,1676.06
13151,2011-02-17 12:29:00,296,1,1257.8700000000001
13153,2011-12-04 12:14:00,6,1,486.22
13155,2011-11-06 15:41:00,34,4,971.76
13157,2011-10-21 13:50:00,50,4,1741.22
13158,2011-09-06 11:58:00,95,4,1201.06
13159,2011-12-01 11:20:00,9,4,1429.35
13160,2011-11-17 13:07:00,23,1,91.8
13161,2011-01-30 14:03:00,314,1,112.75
13162,2011-08-09 15:59:00,123,4,1688.29
13165,2011-10-24 15:05:00,47,2,1021.48
13166,2011-03-01 15:16:00,284,1,417.2
13167,2011-11-21 12:24:00,19,4,791.33
13168,2011-11-03 12:56:00,37,4,1299.59
13169,2011-10-07 12:11:00,64,2,712.88
13170,2011-11-13 12:19:00,27,1,108.81
13171,2011-11-18 10:27:00,22,3,468.41
13173,2011-12-05 15:51:00,5,2,353.65000000000003
13174,2011-11-23 14:35:00,17,3,2742.82
13176,2011-10-24 15:43:00,47,1,481.49
13177,2011-10-06 09:56:00,65,1,282.45
13178,2011-11-13 16:14:00,27,11,5725.47
13182,2011-10-25 13:46:00,46,1,121.18
13183,2011-12-02 10:30:00,8,9,3957.78
13184,2011-11-25 12:02:00,15,10,1668.95
13185,2011-03-17 11:56:00,268,1,71.4
13186,2011-10-31 11:40:00,40,3,1575.89
13187,2011-01-06 18:57:00,338,1,236.02
13188,2011-11-28 15:28:00,12,1,114.6
13189,2011-11-21 10:39:00,19,2,260.68
13192,2011-09-05 14:13:00,96,2,911.94
13193,2011-10-09 14:30:00,62,1,112.08
13194,2011-07-27 09:01:00,136,1,60.7
13196,2011-11-28 13:54:00,12,4,1797.78
13198,2011-11-29 15:17:00,11,6,3401.2400000000002
13199,2011-12-06 12:30:00,4,38,9817.12
13200,2011-11-20 15:35:00,20,4,870.09
13203,2011-11-30 10:45:00,10,4,869.46
13207,2011-11-24 14:52:00,16,2,250.26000000000002
13208,2011-10-12 09:54:00,59,6,1217.65
13209,2011-11-09 13:54:00,31,8,5891.61
13210,2011-09-07 08:18:00,94,1,353.48
13211,2011-11-29 14:43:00,11,3,1095.42
13212,2011-11-20 12:40:00,20,3,786.83
13213,2011-10-14 11:42:00,57,5,1520.58
13216,2011-03-17 12:18:00,268,1,333.74
13217,2011-08-09 15:32:00,123,3,533.98
13218,2011-08-04 16:59:00,128,1,62.64
13220,2011-09-22 13:38:00,79,4,819.2900000000001
13221,2011-04-13 16:58:00,241,2,847.41
13223,2011-05-23 13:03:00,201,2,163.2
13224,2011-10-10 14:55:00,61,2,2155.95
13225,2011-12-06 13:29:00,4,7,6463.84
13226,2011-03-11 14:35:00,274,1,108.21000000000001
13227,2011-05-22 11:47:00,202,1,257.7
13228,2011-09-19 14:28:00,82,1,358.0
13229,2011-04-28 12:07:00,226,1,160.95
13230,2011-12-05 16:03:00,5,14,2755.63
13232,2011-11-27 10:39:00,13,7,1328.35
13233,2011-09-26 13:25:00,75,2,605.12
13235,2011-05-11 17:13:00,213,1,1031.07
13236,2011-11-15 12:50:00,25,2,744.85
13238,2011-11-22 15:37:00,18,4,700.73
13239,2011-03-23 10:25:00,262,1,329.56
13240,2011-09-04 14:08:00,97,4,663.65
13242,2011-08-19 12:53:00,113,3,270.40000000000003
13243,2011-05-20 13:14:00,204,1,585.12
13244,2011-09-08 11:46:00,93,1,121.74000000000001
13245,2011-10-20 11:40:00,51,1,430.5
13246,2011-11-21 16:50:00,19,6,1961.52
13247,2011-11-22 10:59:00,18,4,501.12
13248,2011-08-07 12:40:00,125,2,465.68
13249,2011-09-08 13:26:00,93,3,711.41
13253,2011-07-06 10:09:00,157,2,1030.4
13255,2011-11-30 13:14:00,10,2,399.51
13258,2011-11-28 09:31:00,12,3,672.83
13259,2011-10-09 10:48:00,62,1,283.18
13260,2011-10-09 13:21:00,62,1,557.62
13261,2011-03-16 12:22:00,269,2,944.1
13262,2011-03-21 15:06:00,264,1,200.29
13263,2011-12-08 13:59:00,2,35,7436.93
13265,2011-10-17 15:02:00,54,5,2092.66
13266,2011-11-28 14:39:00,12,12,3834.2599999999998
13267,2011-12-07 11:12:00,3,19,4521.49
13268,2011-11-22 11:51:00,18,11,3174.75
13269,2011-12-08 14:53:00,2,15,5343.28
13270,2010-12-08 14:53:00,367,1,590.0
13271,2011-11-02 14:31:00,38,1,211.49
13272,2011-11-08 14:00:00,32,2,276.56
13273,2011-08-18 14:02:00,114,1,138.98
13276,2011-10-07 12:44:00,64,2,590.9300000000001
13277,2011-11-24 09:21:00,16,4,258.4
13278,2011-10-30 11:49:00,41,1,542.73
13279,2011-09-22 17:24:00,79,1,137.75
13280,2011-08-09 13:14:00,123,3,798.46
13282,2011-11-21 15:33:00,19,3,1132.14
13283,2011-10-11 09:50:00,60,2,93.66
13284,2011-01-13 09:23:00,331,1,201.19
13285,2011-11-16 13:19:00,24,4,2709.12
13291,2011-07-07 10:36:00,156,1,361.11
13292,2011-11-01 10:04:00,39,2,578.94
13294,2011-06-03 08:54:00,190,2,873.74
13295,2010-12-15 11:21:00,360,1,201.20000000000002
13296,2011-07-25 13:46:00,138,1,87.4
13297,2011-12-02 09:32:00,8,4,2089.85
13298,2011-12-08 13:11:00,2,1,360.0
13299,2011-03-16 12:55:00,269,1,142.5
13300,2011-06-23 13:09:00,170,1,371.89
13301,2011-08-28 11:25:00,104,4,618.09
13302,2011-07-07 17:56:00,156,1,63.75
13304,2010-12-23 14:35:00,352,1,300.42
13305,2011-12-05 15:15:00,5,10,2000.86
13307,2011-08-11 17:14:00,121,1,15.0
13308,2011-11-17 09:31:00,23,3,1385.51
13309,2011-12-02 16:34:00,8,5,1456.79
13310,2011-11-11 17:23:00,29,3,1132.03
13311,2011-12-05 12:55:00,5,2,598.57
13313,2011-11-17 16:48:00,23,5,1555.3200000000002
13314,2011-12-08 12:29:00,2,3,775.94
13316,2011-11-02 13:40:00,38,4,5732.93
13317,2011-10-04 13:35:00,67,6,2273.68
13318,2011-12-08 18:51:00,2,3,640.76
13319,2011-12-04 13:34:00,6,26,10845.550000000001
13320,2011-09-22 18:07:00,79,4,1532.2
13321,2011-09-28 15:24:00,73,2,567.36
13322,2011-11-22 14:21:00,18,1,199.48000000000002
13323,2011-12-06 17:12:00,4,5,787.85
13324,2011-11-03 16:28:00,37,10,7121.95
13325,2011-09-19 10:36:00,82,1,675.3
13327,2011-11-01 10:21:00,39,8,3627.77
13328,2011-01-27 15:22:00,317,1,1308.48
13329,2011-11-08 10:29:00,32,2,789.0
13330,2011-09-08 12:27:00,93,3,1140.93
13332,2011-11-25 13:30:00,15,1,350.90000000000003
13334,2011-09-18 15:21:00,83,3,3502.32
13336,2011-09-23 14:05:00,78,1,795.12
13338,2011-07-05 09:06:00,158,1,487.02
13339,2011-05-23 08:31:00,201,1,860.12
13340,2011-10-25 13:15:00,46,7,10736.48
13341,2011-03-24 09:50:00,261,1,775.85
13343,2011-06-15 12:24:00,178,1,353.43
13344,2011-10-03 09:45:00,68,3,2511.69
13345,2011-02-25 09:01:00,288,1,389.5
13347,2011-09-30 13:28:00,71,1,341.36
13348,2011-10-06 17:28:00,65,1,233.76000000000002
13349,2011-11-29 08:07:00,11,1,247.32
13350,2011-11-23 16:33:00,17,2,979.12
13351,2011-10-04 12:55:00,67,1,373.94
13352,2011-10-10 13:55:00,61,1,397.98
13354,2011-09-29 13:17:00,72,1,743.53
13355,2011-08-09 14:48:00,123,1,674.7
13356,2011-09-20 14:33:00,81,1,768.24
13357,2011-03-27 13:56:00,258,1,609.4
13358,2011-03-16 11:52:00,269,1,439.03000000000003
13359,2011-10-07 09:30:00,64,1,439.56
13362,2011-11-30 14:41:00,10,4,3090.7400000000002
13363,2011-11-22 12:40:00,18,2,992.5
13364,2011-09-29 18:13:00,72,1,134.96
13365,2011-11-06 12:36:00,34,2,2225.37
13366,2011-10-20 13:37:00,51,1,56.16
13368,2011-03-28 09:59:00,257,2,623.4
13369,2010-12-09 11:30:00,366,1,308.28000000000003
13370,2010-12-03 10:26:00,372,1,754.87
13372,2011-09-11 12:46:00,90,1,378.64
13373,2011-10-10 10:51:00,61,3,3312.25
13375,2011-09-12 10:19:00,89,1,778.65
13376,2011-09-01 16:16:00,100,3,1019.76
13379,2011-11-13 13:45:00,27,3,572.56
13381,2011-11-08 11:58:00,32,6,3639.31
13382,2011-03-04 10:03:00,281,1,222.99
13384,2011-11-09 11:04:00,31,7,4151.93
13385,2011-01-14 09:52:00,330,1,534.57
13388,2011-07-31 12:52:00,132,2,677.1
13389,2011-11-28 14:01:00,12,3,797.96
13390,2011-09-26 08:38:00,75,1,544.08
13391,2011-05-20 10:50:00,204,1,59.8
13394,2011-12-08 11:36:00,2,8,2520.02
13395,2011-06-07 15:04:00,186,1,307.72
13396,2011-11-10 16:59:00,30,2,1360.99
13397,2011-09-28 10:56:00,73,5,1544.13
13398,2011-05-31 13:17:00,193,1,457.34000000000003
13402,2011-08-04 15:51:00,128,2,621.23
13403,2011-11-22 08:28:00,18,1,75.0
13404,2011-12-08 15:37:00,2,2,252.49
13405,2011-09-26 17:01:00,75,3,572.451
13408,2011-12-08 09:05:00,2,62,28117.04
13410,2011-11-15 15:33:00,25,5,1003.06
13411,2011-08-24 13:57:00,108,1,213.55
13414,2011-07-29 11:45:00,134,3,1390.5
13416,2011-10-27 08:56:00,44,2,712.5
13417,2011-12-05 08:49:00,5,2,640.83
13418,2011-11-28 10:23:00,12,18,6127.43
13419,2011-10-07 12:49:00,64,1,221.06
13420,2011-07-13 08:48:00,150,2,159.85
13421,2011-10-30 14:21:00,41,2,1833.71
13422,2011-10-06 13:42:00,65,1,2626.3
13425,2011-08-23 17:13:00,109,3,1624.21
13426,2011-12-09 08:59:00,1,10,3641.32
13427,2011-11-20 13:02:00,20,3,582.6
13428,2011-11-29 14:20:00,11,1,201.78
13429,2011-11-29 09:10:00,11,4,1006.8
13430,2011-11-21 08:19:00,19,2,679.45
13431,2011-10-03 13:49:00,68,2,1269.1
13434,2011-09-26 14:30:00,75,2,534.24
13435,2011-12-04 14:45:00,6,7,3809.89
13436,2011-12-08 10:33:00,2,1,196.89
13437,2011-11-25 14:00:00,15,7,3408.06
13439,2011-03-29 14:20:00,256,1,283.71
13441,2011-09-09 09:38:00,92,1,296.64
13447,2011-11-16 13:38:00,24,3,1129.14
13448,2011-11-23 12:33:00,17,6,3534.69
13449,2011-11-16 08:28:00,24,1,291.88
13450,2011-11-13 11:54:00,27,6,2043.72
13451,2011-11-13 15:58:00,27,5,2898.2599999999998
13452,2011-03-25 14:19:00,260,2,590.0
13453,2011-06-27 09:34:00,166,2,356.98
13455,2011-11-15 11:21:00,25,2,1058.34
13456,2011-11-22 09:18:00,18,6,1766.72
13458,2011-12-02 15:29:00,8,14,9646.57
13460,2011-11-10 17:17:00,30,2,183.44
13461,2011-11-01 09:01:00,39,3,1445.0
13462,2011-04-01 11:20:00,253,1,151.5
13464,2011-10-12 15:01:00,59,1,674.68
13466,2011-06-08 16:39:00,185,1,307.90000000000003
13467,2011-11-29 10:01:00,11,2,1071.91
13468,2011-12-08 10:39:00,2,37,5704.97
13470,2011-09-01 14:57:00,100,2,165.0
13471,2011-12-08 15:44:00,2,4,2501.84
13473,2011-10-10 11:20:00,61,2,422.64
13474,2011-04-17 13:53:00,237,1,226.84
13475,2011-06-01 13:52:00,192,4,1431.78
13476,2011-06-14 12:00:00,179,2,1238.47
13477,2011-11-02 12:04:00,38,6,1454.58
13479,2011-05-23 10:45:00,201,2,300.95
13481,2011-10-25 09:07:00,46,5,1804.56
13482,2011-04-21 17:03:00,233,1,184.64000000000001
13483,2011-10-05 11:53:00,66,1,140.34
13484,2011-04-12 16:30:00,242,1,313.8
13485,2011-04-20 13:58:00,234,1,454.24
13486,2011-09-22 13:13:00,79,3,1122.41
13487,2011-10-13 12:07:00,58,3,575.4
13488,2011-11-22 14:41:00,18,13,8968.31
13489,2011-08-26 13:16:00,106,4,449.52
13491,2011-10-19 08:32:00,52,10,1215.82
13492,2011-07-26 14:25:00,137,3,1269.84
13493,2011-03-09 15:35:00,276,2,618.63
13494,2011-02-01 11:58:00,312,1,316.26000000000005
13495,2011-12-02 11:21:00,8,5,2044.8700000000001
13496,2011-11-29 10:58:00,11,2,653.33
13497,2011-03-02 09:04:00,283,2,348.05
13499,2011-11-22 11:21:00,18,5,1159.1100000000001
13500,2011-11-16 15:35:00,24,3,1166.77
13501,2011-02-24 18:59:00,289,1,1340.32
13502,2011-11-23 10:39:00,17,3,292.0
13503,2011-09-29 13:23:00,72,1,216.85
13504,2011-10-06 13:20:00,65,1,295.93
13505,2011-09-28 11:56:00,73,4,4393.63
13506,2011-01-27 13:53:00,317,2,458.52
13507,2011-12-06 13:13:00,4,4,2479.16
13508,2011-04-10 11:58:00,244,1,110.97
13509,2011-12-01 10:10:00,9,7,979.72
13510,2011-12-08 13:46:00,2,4,1791.56
13512,2011-03-24 10:03:00,261,1,251.21
13513,2011-08-05 11:50:00,127,1,205.1
13514,2011-09-27 09:39:00,74,1,152.20000000000002
13515,2011-09-28 11:26:00,73,4,891.12
13516,2011-11-18 13:15:00,22,3,1389.41
13517,2011-10-11 11:43:00,60,3,2128.42
13518,2011-09-15 10:29:00,86,1,627.16
13519,2011-09-22 18:24:00,79,1,122.75
13520,2011-10-12 10:20:00,59,6,3624.35
13521,2011-12-08 13:50:00,2,3,1071.73
13522,2011-11-09 15:11:00,31,1,125.80000000000001
13523,2011-11-06 15:11:00,34,5,3964.88
13524,2011-10-30 12:34:00,41,5,680.1800000000001
13525,2011-11-25 12:01:00,15,2,628.78
13527,2011-11-06 12:04:00,34,7,2242.36
13529,2011-09-22 09:15:00,79,2,307.76
13531,2011-05-18 16:56:00,206,2,483.8
13532,2011-11-06 12:25:00,34,1,210.31
13533,2011-06-10 11:54:00,183,3,269.09
13534,2011-12-07 14:52:00,3,25,5870.08
13536,2011-12-08 16:38:00,2,7,3444.39
13538,2011-10-27 16:34:00,44,7,1280.85
13539,2011-09-15 10:18:00,86,3,631.34
13544,2011-10-31 11:57:00,40,2,276.06
13546,2011-11-27 14:50:00,13,3,621.09
13548,2011-09-04 14:50:00,97,2,678.16
13549,2011-11-14 09:20:00,26,7,918.2
13551,2011-01-24 14:46:00,320,1,91.80000000000001
13552,2011-10-04 15:19:00,67,12,3740.07
13555,2011-09-27 12:36:00,74,4,4098.88
13557,2011-11-11 15:24:00,29,2,584.0600000000001
13558,2011-12-04 11:24:00,6,4,594.52
13560,2011-12-02 13:11:00,8,1,171.42000000000002
13561,2011-05-08 12:39:00,216,1,141.85999999999999
13562,2011-09-19 10:51:00,82,3,1799.3300000000002
13563,2011-09-16 14:45:00,85,2,777.53
13564,2011-07-18 14:33:00,145,3,1724.67
13565,2011-11-20 14:33:00,20,2,240.22
13566,2011-10-30 11:59:00,41,2,856.84
13568,2011-06-19 14:42:00,174,1,187.05
13569,2011-11-22 13:07:00,18,2,338.62
13570,2011-04-10 13:36:00,244,1,239.49
13571,2011-11-27 10:47:00,13,12,2088.94
13572,2011-05-18 11:59:00,206,1,1384.25
13573,2011-10-20 14:33:00,51,2,290.25
13575,2011-11-16 13:14:00,24,5,732.07
13576,2011-11-29 15:34:00,11,18,6717.34
13577,2011-11-14 15:19:00,26,4,1687.6000000000001
13579,2011-11-25 08:41:00,15,2,467.04
13581,2011-02-03 14:41:00,310,1,118.0
13583,2011-07-07 10:40:00,156,1,781.03
13584,2011-02-06 12:49:00,307,1,142.4
13587,2011-10-07 12:31:00,64,1,712.4
13588,2011-11-24 10:42:00,16,9,2478.95
13589,2011-11-25 12:10:00,15,2,379.65
13590,2011-11-28 12:54:00,12,6,1981.92
13591,2011-10-06 12:26:00,65,3,1117.13
13592,2011-11-04 09:49:00,36,4,247.95999999999998
13593,2011-08-23 13:35:00,109,5,2011.88
13594,2011-10-18 10:19:00,53,1,396.97
13596,2011-12-04 12:01:00,6,2,664.11
13598,2011-10-23 14:28:00,48,1,160.04
13599,2011-12-08 16:10:00,2,21,5149.92
13600,2011-01-31 15:27:00,313,1,219.52
13601,2011-10-25 17:31:00,46,2,693.32
13602,2011-10-06 11:47:00,65,1,428.89
13603,2011-11-13 15:57:00,27,1,164.34
13606,2011-11-10 17:46:00,30,3,276.75
13607,2011-10-30 16:17:00,41,1,675.51
13610,2011-11-27 15:38:00,13,7,1082.33
13611,2011-09-11 14:51:00,90,3,1154.4
13614,2011-11-15 14:47:00,25,4,1585.46
13615,2011-01-25 08:21:00,319,1,417.69
13617,2011-10-30 13:50:00,41,3,544.18
13618,2011-06-19 11:09:00,174,1,177.34
13621,2011-08-15 08:26:00,117,1,213.85
13623,2011-11-09 12:00:00,31,5,727.74
13626,2011-04-01 10:05:00,253,1,257.23
13627,2011-10-11 14:20:00,60,5,1638.47
13629,2011-11-16 13:21:00,24,11,7792.36
13630,2011-12-04 15:16:00,6,7,2031.78
13631,2011-09-01 09:57:00,100,11,3070.42
13632,2011-11-15 10:51:00,25,5,2118.93
13634,2011-11-06 13:40:00,34,5,1547.3600000000001
13635,2011-10-03 10:55:00,68,1,1071.03
13636,2011-11-03 10:30:00,37,5,949.12
13637,2011-10-18 13:32:00,53,3,804.3
13638,2011-11-24 10:38:00,16,1,122.64
13639,2011-09-26 13:36:00,75,1,1033.34
13642,2011-05-08 12:34:00,216,1,312.28
13643,2011-11-08 15:37:00,32,3,519.44
13644,2011-11-23 14:07:00,17,4,2624.26
13645,2011-08-11 16:11:00,121,1,252.1
13647,2011-11-30 12:00:00,10,4,1648.1200000000001
13649,2011-03-28 11:51:00,257,2,346.6
13650,2011-11-23 12:22:00,17,6,1836.3400000000001
13651,2011-11-04 14:59:00,36,2,94.2
13652,2011-10-25 08:51:00,46,3,1095.08
13654,2011-10-27 16:24:00,44,6,2707.33
13655,2011-08-17 14:25:00,115,2,932.97
13656,2011-06-28 10:31:00,165,2,379.65
13657,2011-11-29 12:32:00,11,2,382.14
13658,2011-11-30 10:13:00,10,5,2639.17
13659,2011-05-18 12:37:00,206,2,1563.0
13662,2011-09-15 12:04:00,86,3,881.26
13663,2011-06-13 15:44:00,180,1,189.47
13666,2011-10-10 15:39:00,61,3,84.65
13667,2011-07-13 15:42:00,150,1,299.05
13668,2011-12-07 12:11:00,3,21,6309.83
13669,2011-10-20 09:32:00,51,2,218.55
13670,2011-09-25 15:25:00,76,1,349.7
13672,2011-02-11 13:53:00,302,2,186.39000000000001
13673,2011-11-21 12:11:00,19,2,387.44
13675,2011-07-11 12:57:00,152,2,486.82000000000005
13678,2011-07-11 10:14:00,152,1,232.6
13680,2011-12-08 13:47:00,2,4,3719.12
13681,2011-11-22 11:13:00,18,4,827.83
13682,2011-06-05 14:06:00,188,1,59.5
13684,2011-02-27 10:13:00,286,1,65.13
13685,2011-12-07 11:41:00,3,7,3119.44
13686,2011-06-10 09:10:00,183,1,72.0
13689,2011-10-07 13:21:00,64,1,910.0
13690,2011-10-11 15:03:00,60,1,172.25
13692,2011-11-15 11:17:00,25,3,1488.32
13694,2011-12-06 09:32:00,4,50,65039.62
13695,2011-11-08 14:26:00,32,15,2504.13
13697,2011-11-01 09:14:00,39,1,151.3
13699,2011-07-07 16:51:00,156,1,308.58000000000004
13700,2011-11-13 13:00:00,27,10,2248.63
13703,2011-01-25 13:10:00,319,1,99.5
13704,2011-12-04 15:13:00,6,9,2308.06
13705,2011-12-02 12:32:00,8,3,711.86
13706,2011-02-10 09:21:00,303,1,330.79
13707,2011-03-17 18:03:00,268,2,806.41
13708,2011-03-13 13:46:00,272,1,285.33
13709,2011-12-06 10:28:00,4,13,6307.650000000001
13710,2011-11-08 08:16:00,32,1,180.48
13711,2011-05-05 10:31:00,219,2,252.06
13712,2011-04-07 12:33:00,247,1,228.84
13715,2011-03-03 19:21:00,282,5,1077.39
13716,2011-03-15 13:49:00,270,1,138.28
13717,2011-11-07 14:13:00,33,6,1445.01
13718,2011-04-07 13:24:00,247,2,306.55
13719,2011-11-24 15:26:00,16,5,1041.68
13720,2011-08-15 12:46:00,117,4,799.9
13721,2011-11-03 14:05:00,37,1,524.14
13722,2011-07-31 12:44:00,132,3,2375.41
13723,2011-05-06 17:04:00,218,1,199.85000000000002
13725,2011-10-21 10:03:00,50,8,1980.56
13726,2011-11-01 10:49:00,39,2,1079.66
13727,2011-11-11 09:46:00,29,2,333.48
13728,2011-11-03 10:49:00,37,6,1016.14
13730,2011-07-27 08:35:00,136,2,752.6
13731,2011-05-04 14:33:00,220,2,610.59
13732,2011-11-11 15:49:00,29,1,491.86
13735,2011-11-15 11:14:00,25,4,2883.54
13736,2011-12-04 15:19:00,6,2,729.8
13737,2011-05-23 16:32:00,201,1,339.6
13739,2011-11-21 13:35:00,19,1,216.9
13740,2011-04-13 10:32:00,241,1,350.75
13741,2011-09-29 09:19:00,72,3,668.4300000000001
13742,2011-11-23 11:07:00,17,12,3107.87
13743,2011-12-07 10:09:00,3,7,1341.6
13744,2011-09-05 15:19:00,96,2,1080.52
13745,2011-06-30 16:43:00,163,1,300.04
13747,2010-12-01 10:37:00,374,1,79.6
13748,2011-09-05 09:45:00,96,5,948.25
13750,2011-10-17 12:16:00,54,5,1647.26
13751,2011-02-24 15:56:00,289,1,296.25
13752,2011-08-07 14:16:00,125,6,1175.38
13753,2011-02-25 12:48:00,288,1,741.26
13754,2011-07-11 11:51:00,152,2,282.6
13755,2011-12-06 12:26:00,4,9,2108.06
13756,2011-12-07 16:44:00,3,14,5189.52
13758,2011-11-28 11:11:00,12,7,3190.55
13759,2011-11-06 14:47:00,34,2,659.4100000000001
13760,2011-10-16 16:13:00,55,2,286.79
13761,2011-10-20 14:01:00,51,2,1070.65
13762,2011-05-05 09:15:00,219,1,306.72
13763,2011-10-07 15:13:00,64,1,1714.96
13764,2011-09-30 12:03:00,71,3,1519.42
13767,2011-12-07 15:00:00,3,37,17220.36
13769,2011-12-07 15:08:00,3,10,2796.51
13771,2011-10-06 14:18:00,65,4,2634.45
13772,2011-11-06 11:43:00,34,3,1122.63
13774,2011-09-19 12:06:00,82,1,345.0
13777,2011-12-09 12:25:00,1,33,25977.16
13778,2011-08-28 15:25:00,104,1,178.7
13780,2011-12-02 13:49:00,8,2,360.01
13781,2011-04-03 12:08:00,251,1,127.84
13782,2011-11-27 11:54:00,13,6,908.86
13784,2011-11-30 09:33:00,10,11,2462.79
13786,2010-12-07 13:53:00,368,1,230.4
13787,2011-09-25 12:06:00,76,2,309.04
13790,2011-12-05 15:48:00,5,1,348.79999999999995
13791,2011-08-04 11:44:00,128,2,1516.0
13792,2011-10-04 14:31:00,67,2,195.55
13798,2011-12-08 15:51:00,2,57,37153.85
13799,2011-08-15 12:07:00,117,2,688.86
13800,2011-02-03 12:27:00,310,1,558.32
13801,2011-10-04 10:15:00,67,1,324.8
13802,2011-07-24 10:54:00,139,3,4599.42
13803,2011-03-29 12:57:00,256,1,277.07
13804,2011-11-09 12:32:00,31,7,2588.39
13805,2011-10-18 14:50:00,53,2,924.5999999999999
13806,2011-10-07 11:43:00,64,1,256.38
13807,2010-12-07 15:48:00,368,1,112.6
13808,2011-12-04 12:18:00,6,5,1747.66
13809,2011-02-07 13:15:00,306,1,155.05
13810,2011-11-11 08:33:00,29,3,1499.01
13811,2011-06-09 09:54:00,184,3,814.5
13812,2011-10-28 14:27:00,43,3,539.0
13813,2011-10-31 10:38:00,40,4,1366.8600000000001
13814,2011-09-08 13:48:00,93,2,1579.12
13815,2011-11-17 14:19:00,23,4,4027.36
13816,2011-11-16 08:38:00,24,2,571.6700000000001
13817,2011-11-10 17:49:00,30,2,382.98
13819,2011-02-11 10:38:00,302,3,1140.35
13821,2011-07-18 09:49:00,145,2,385.64
13822,2011-12-04 12:13:00,6,2,632.0
13823,2011-11-21 10:22:00,19,2,957.66
13824,2011-11-07 12:41:00,33,5,1698.94
13826,2011-06-16 13:48:00,177,1,189.5
13827,2011-10-13 12:38:00,58,3,409.8
13828,2011-11-17 16:02:00,23,1,209.49
13831,2011-11-23 15:41:00,17,6,2198.45
13832,2011-11-20 15:36:00,20,1,52.2
13833,2011-07-03 13:27:00,160,1,383.85
13835,2011-11-14 15:37:00,26,4,834.57
13837,2011-05-12 12:10:00,212,2,266.59000000000003
13838,2011-12-04 11:00:00,6,4,674.82
13841,2011-04-01 12:10:00,253,1,85.0
13842,2011-10-12 10:51:00,59,9,3385.62
13844,2011-11-28 13:21:00,12,1,361.62
13845,2011-10-06 08:25:00,65,1,312.98
13846,2011-11-15 12:07:00,25,3,865.0600000000001
13848,2011-09-08 12:58:00,93,3,1255.0
13849,2011-10-19 10:59:00,52,2,1537.95
13850,2011-08-02 14:04:00,130,1,1595.48
13851,2011-09-05 12:36:00,96,3,2651.46
13853,2011-10-13 14:18:00,58,1,1090.1399999999999
13854,2011-12-01 09:06:00,9,25,8109.5199999999995
13856,2011-06-24 10:03:00,169,3,388.5
13858,2011-10-13 16:17:00,58,1,216.17000000000002
13859,2011-01-17 16:14:00,327,1,201.16
13860,2011-12-08 12:57:00,2,5,1245.9
