InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,__RawRowID,IsCancellation,IsNegativeQuantity,IsZeroQuantity,IsInvalidQuantity,IsNegativeUnitPrice,IsZeroUnitPrice,IsInvalidUnitPrice,IsInvalidInvoiceDate,IsMissingCustomerID,IsMissingDescription,IsCancellationReturnOrInvalid
C543469,22503,CABIN BAG VINTAGE PAISLEY,-1,2011-02-08 14:55:00,12.75,12709,Germany,85408,True,True,False,True,False,False,False,False,False,False,True
C543469,21452,TOADSTOOL MONEY BOX,-2,2011-02-08 14:55:00,2.55,12709,Germany,85409,True,True,False,True,False,False,False,False,False,False,True
C543469,21658,GLASS  BEURRE DISH,-2,2011-02-08 14:55:00,3.39,12709,Germany,85410,True,True,False,True,False,False,False,False,False,False,True
C543469,22504,CABIN BAG VINTAGE RETROSPOT,-1,2011-02-08 14:55:00,12.75,12709,Germany,85411,True,True,False,True,False,False,False,False,False,False,True
C543469,22627,MINT KITCHEN SCALES,-1,2011-02-08 14:55:00,7.65,12709,Germany,85412,True,True,False,True,False,False,False,False,False,False,True
C543469,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-08 14:55:00,10.95,12709,Germany,85413,True,True,False,True,False,False,False,False,False,False,True
C543469,85232B,SET OF 3 BABUSHKA STACKING TINS,-1,2011-02-08 14:55:00,4.25,12709,Germany,85414,True,True,False,True,False,False,False,False,False,False,True
C543469,21896,POTTING SHED TWINE,-1,2011-02-08 14:55:00,1.85,12709,Germany,85415,True,True,False,True,False,False,False,False,False,False,True
543471,85150,,118,2011-02-08 15:00:00,0.0,,United Kingdom,85486,False,False,False,False,False,True,True,False,True,True,True
543472,22451,,1,2011-02-08 15:01:00,0.0,,United Kingdom,85487,False,False,False,False,False,True,True,False,True,True,True
543473,21661,,1,2011-02-08 15:01:00,0.0,,United Kingdom,85488,False,False,False,False,False,True,True,False,True,True,True
C543475,84881,BLUE WIRE SPIRAL CANDLE HOLDER,-1,2011-02-08 15:15:00,6.35,14415,United Kingdom,85541,True,True,False,True,False,False,False,False,False,False,True
C543475,22637,PIGGY BANK RETROSPOT,-1,2011-02-08 15:15:00,2.55,14415,United Kingdom,85542,True,True,False,True,False,False,False,False,False,False,True
C543475,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-1,2011-02-08 15:15:00,4.65,14415,United Kingdom,85543,True,True,False,True,False,False,False,False,False,False,True
C543475,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-02-08 15:15:00,1.95,14415,United Kingdom,85544,True,True,False,True,False,False,False,False,False,False,True
C543475,22465,HANGING METAL STAR LANTERN,-1,2011-02-08 15:15:00,1.65,14415,United Kingdom,85545,True,True,False,True,False,False,False,False,False,False,True
543521,22769,,-6,2011-02-09 11:49:00,0.0,,United Kingdom,85787,False,True,False,True,False,True,True,False,True,True,True
543545,22627,,-11,2011-02-09 15:50:00,0.0,,United Kingdom,86322,False,True,False,True,False,True,True,False,True,True,True
C543551,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-76,2011-02-10 10:00:00,7.65,16716,United Kingdom,86512,True,True,False,True,False,False,False,False,False,False,True
543552,22847,,-10,2011-02-10 10:05:00,0.0,,United Kingdom,86513,False,True,False,True,False,True,True,False,True,True,True
543599,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-02-10 13:08:00,0.0,17560,United Kingdom,86789,False,False,False,False,False,True,True,False,False,False,True
C543603,22727,ALARM CLOCK BAKELIKE RED,-1,2011-02-10 13:40:00,3.75,15570,United Kingdom,86835,True,True,False,True,False,False,False,False,False,False,True
C543603,21877,HOME SWEET HOME MUG,-2,2011-02-10 13:40:00,1.25,15570,United Kingdom,86836,True,True,False,True,False,False,False,False,False,False,True
C543603,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-02-10 13:40:00,9.95,15570,United Kingdom,86837,True,True,False,True,False,False,False,False,False,False,True
C543603,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2011-02-10 13:40:00,8.5,15570,United Kingdom,86838,True,True,False,True,False,False,False,False,False,False,True
C543603,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2011-02-10 13:40:00,5.45,15570,United Kingdom,86839,True,True,False,True,False,False,False,False,False,False,True
C543603,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 13:40:00,6.95,15570,United Kingdom,86840,True,True,False,True,False,False,False,False,False,False,True
C543603,22776,SWEETHEART CAKESTAND 3 TIER,-1,2011-02-10 13:40:00,9.95,15570,United Kingdom,86841,True,True,False,True,False,False,False,False,False,False,True
C543605,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2011-02-10 14:11:00,8.95,13110,United Kingdom,86860,True,True,False,True,False,False,False,False,False,False,True
C543606,22963,JAM JAR WITH GREEN LID,-1,2011-02-10 14:13:00,0.85,14665,United Kingdom,86861,True,True,False,True,False,False,False,False,False,False,True
C543606,22847,BREAD BIN DINER STYLE IVORY,-1,2011-02-10 14:13:00,16.95,14665,United Kingdom,86862,True,True,False,True,False,False,False,False,False,False,True
C543607,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-10 14:13:00,12.75,15602,United Kingdom,86863,True,True,False,True,False,False,False,False,False,False,True
C543608,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 14:15:00,6.95,17230,United Kingdom,86864,True,True,False,True,False,False,False,False,False,False,True
C543609,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-02-10 14:17:00,2.55,16705,United Kingdom,86865,True,True,False,True,False,False,False,False,False,False,True
C543609,22456,NATURAL SLATE CHALKBOARD LARGE,-1,2011-02-10 14:17:00,4.95,16705,United Kingdom,86866,True,True,False,True,False,False,False,False,False,False,True
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 14:38:00,4.95,17850,United Kingdom,86888,True,True,False,True,False,False,False,False,False,False,True
C543611,22632,HAND WARMER RED RETROSPOT,-6,2011-02-10 14:38:00,1.85,17850,United Kingdom,86889,True,True,False,True,False,False,False,False,False,False,True
C543611,21871,SAVE THE PLANET MUG,-1,2011-02-10 14:38:00,1.06,17850,United Kingdom,86891,True,True,False,True,False,False,False,False,False,False,True
C543611,82494L,WOODEN FRAME ANTIQUE WHITE,-2,2011-02-10 14:38:00,2.55,17850,United Kingdom,86892,True,True,False,True,False,False,False,False,False,False,True
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-02-10 14:38:00,4.25,17850,United Kingdom,86893,True,True,False,True,False,False,False,False,False,False,True
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-02-10 14:38:00,4.95,17850,United Kingdom,86894,True,True,False,True,False,False,False,False,False,False,True
C543611,82494L,WOODEN FRAME ANTIQUE WHITE,-12,2011-02-10 14:38:00,2.55,17850,United Kingdom,86895,True,True,False,True,False,False,False,False,False,False,True
C543611,21071,VINTAGE BILLBOARD DRINK ME MUG,-6,2011-02-10 14:38:00,1.06,17850,United Kingdom,86896,True,True,False,True,False,False,False,False,False,False,True
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-02-10 14:38:00,4.95,17850,United Kingdom,86897,True,True,False,True,False,False,False,False,False,False,True
C543611,21874,GIN AND TONIC MUG,-1,2011-02-10 14:38:00,1.06,17850,United Kingdom,86899,True,True,False,True,False,False,False,False,False,False,True
C543611,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-02-10 14:38:00,2.75,17850,United Kingdom,86900,True,True,False,True,False,False,False,False,False,False,True
C543611,21169,YOU'RE CONFUSING ME METAL SIGN,-2,2011-02-10 14:38:00,1.45,17850,United Kingdom,86902,True,True,False,True,False,False,False,False,False,False,True
C543620,21217,RED RETROSPOT ROUND CAKE TINS,-1,2011-02-10 14:52:00,9.95,14081,United Kingdom,86943,True,True,False,True,False,False,False,False,False,False,True
C543621,22767,TRIPLE PHOTO FRAME CORNICE,-1,2011-02-10 14:59:00,9.95,14475,United Kingdom,86945,True,True,False,True,False,False,False,False,False,False,True
C543621,22788,BROCANTE COAT RACK,-1,2011-02-10 14:59:00,9.95,14475,United Kingdom,86946,True,True,False,True,False,False,False,False,False,False,True
C543621,20725,LUNCH BAG RED RETROSPOT,-1,2011-02-10 14:59:00,1.65,14475,United Kingdom,86947,True,True,False,True,False,False,False,False,False,False,True
C543624,M,Manual,-200,2011-02-10 15:33:00,0.41,12931,United Kingdom,86950,True,True,False,True,False,False,False,False,False,False,True
C543627,21754,HOME BUILDING BLOCK WORD,-1,2011-02-10 15:50:00,5.95,15601,United Kingdom,86983,True,True,False,True,False,False,False,False,False,False,True
C543628,22960,JAM MAKING SET WITH JARS,-1,2011-02-10 15:51:00,4.25,16558,United Kingdom,86984,True,True,False,True,False,False,False,False,False,False,True
C543628,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,2011-02-10 15:51:00,1.25,16558,United Kingdom,86985,True,True,False,True,False,False,False,False,False,False,True
C543632,22655,VINTAGE RED KITCHEN CABINET,-1,2011-02-10 16:22:00,295.0,14842,United Kingdom,87141,True,True,False,True,False,False,False,False,False,False,True
C543633,85059,FRENCH ENAMEL WATER BASIN,-5,2011-02-10 16:24:00,3.75,17188,United Kingdom,87142,True,True,False,True,False,False,False,False,False,False,True
C543633,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,-6,2011-02-10 16:24:00,2.95,17188,United Kingdom,87143,True,True,False,True,False,False,False,False,False,False,True
C543633,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-02-10 16:24:00,2.95,17188,United Kingdom,87144,True,True,False,True,False,False,False,False,False,False,True
C543633,22776,SWEETHEART CAKESTAND 3 TIER,-5,2011-02-10 16:24:00,9.95,17188,United Kingdom,87145,True,True,False,True,False,False,False,False,False,False,True
C543634,20803,SMALL PINK GLASS SUNDAE DISH,-32,2011-02-10 16:31:00,0.42,13599,United Kingdom,87146,True,True,False,True,False,False,False,False,False,False,True
C543634,20801,LARGE PINK GLASS SUNDAE DISH,-16,2011-02-10 16:31:00,0.75,13599,United Kingdom,87147,True,True,False,True,False,False,False,False,False,False,True
C543635,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-02-10 16:33:00,1.65,13894,United Kingdom,87148,True,True,False,True,False,False,False,False,False,False,True
C543636,22727,ALARM CLOCK BAKELIKE RED,-1,2011-02-10 16:34:00,3.75,13767,United Kingdom,87149,True,True,False,True,False,False,False,False,False,False,True
C543637,22333,RETROSPOT PARTY BAG + STICKER SET,-8,2011-02-10 16:35:00,1.65,15738,United Kingdom,87150,True,True,False,True,False,False,False,False,False,False,True
C543638,22551,PLASTERS IN TIN SPACEBOY,-1,2011-02-10 16:40:00,1.65,16403,United Kingdom,87151,True,True,False,True,False,False,False,False,False,False,True
C543638,22629,SPACEBOY LUNCH BOX,-1,2011-02-10 16:40:00,1.95,16403,United Kingdom,87152,True,True,False,True,False,False,False,False,False,False,True
C543638,22383,LUNCH BAG SUKI  DESIGN,-2,2011-02-10 16:40:00,1.65,16403,United Kingdom,87153,True,True,False,True,False,False,False,False,False,False,True
C543638,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-4,2011-02-10 16:40:00,1.45,16403,United Kingdom,87154,True,True,False,True,False,False,False,False,False,False,True
C543638,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2011-02-10 16:40:00,1.25,16403,United Kingdom,87155,True,True,False,True,False,False,False,False,False,False,True
C543640,22504,CABIN BAG VINTAGE RETROSPOT,-1,2011-02-10 17:06:00,29.95,12967,United Kingdom,87175,True,True,False,True,False,False,False,False,False,False,True
C543643,22968,ROSE COTTAGE KEEPSAKE BOX,-1,2011-02-10 17:44:00,9.95,16161,United Kingdom,87211,True,True,False,True,False,False,False,False,False,False,True
C543643,21642,ASSORTED TUTTI FRUTTI PEN,-5,2011-02-10 17:44:00,0.85,16161,United Kingdom,87212,True,True,False,True,False,False,False,False,False,False,True
C543643,22470,HEART OF WICKER LARGE,-2,2011-02-10 17:44:00,2.95,16161,United Kingdom,87213,True,True,False,True,False,False,False,False,False,False,True
C543643,21564,PINK  HEART SHAPE LOVE BUCKET,-1,2011-02-10 17:44:00,2.95,16161,United Kingdom,87214,True,True,False,True,False,False,False,False,False,False,True
C543643,22866,HAND WARMER SCOTTY DOG DESIGN,-1,2011-02-10 17:44:00,2.1,16161,United Kingdom,87215,True,True,False,True,False,False,False,False,False,False,True
C543643,22382,LUNCH BAG SPACEBOY DESIGN,-1,2011-02-10 17:44:00,1.65,16161,United Kingdom,87216,True,True,False,True,False,False,False,False,False,False,True
C543643,20713,JUMBO BAG OWLS,-1,2011-02-10 17:44:00,1.95,16161,United Kingdom,87217,True,True,False,True,False,False,False,False,False,False,True
C543644,84406B,CREAM CUPID HEARTS COAT HANGER,-2,2011-02-10 17:50:00,4.15,17609,United Kingdom,87218,True,True,False,True,False,False,False,False,False,False,True
543654,22525,,-57,2011-02-11 10:29:00,0.0,,United Kingdom,87404,False,True,False,True,False,True,True,False,True,True,True
543655,21717,,-42,2011-02-11 10:30:00,0.0,,United Kingdom,87405,False,True,False,True,False,True,True,False,True,True,True
543656,84801B,,-44,2011-02-11 10:30:00,0.0,,United Kingdom,87406,False,True,False,True,False,True,True,False,True,True,True
C543659,21198,WHITE HEART CONFETTI IN TUBE,-48,2011-02-11 10:40:00,0.42,16730,United Kingdom,87595,True,True,False,True,False,False,False,False,False,False,True
C543659,21199,PINK  HEART CONFETTI IN TUBE,-48,2011-02-11 10:40:00,0.42,16730,United Kingdom,87596,True,True,False,True,False,False,False,False,False,False,True
C543661,22752,SET 7 BABUSHKA NESTING BOXES,-1,2011-02-11 10:41:00,8.5,12471,Germany,87597,True,True,False,True,False,False,False,False,False,False,True
C543661,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-3,2011-02-11 10:41:00,4.95,12471,Germany,87598,True,True,False,True,False,False,False,False,False,False,True
C543661,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,2011-02-11 10:41:00,4.95,12471,Germany,87599,True,True,False,True,False,False,False,False,False,False,True
C543661,22423,REGENCY CAKESTAND 3 TIER,-7,2011-02-11 10:41:00,10.95,12471,Germany,87600,True,True,False,True,False,False,False,False,False,False,True
C543661,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2011-02-11 10:41:00,1.25,12471,Germany,87601,True,True,False,True,False,False,False,False,False,False,True
C543661,21231,SWEETHEART CERAMIC TRINKET BOX,-2,2011-02-11 10:41:00,1.25,12471,Germany,87602,True,True,False,True,False,False,False,False,False,False,True
C543662,22423,REGENCY CAKESTAND 3 TIER,-5,2011-02-11 10:49:00,10.95,14441,United Kingdom,87603,True,True,False,True,False,False,False,False,False,False,True
C543663,22846,BREAD BIN DINER STYLE RED,-1,2011-02-11 10:50:00,16.95,18118,United Kingdom,87604,True,True,False,True,False,False,False,False,False,False,True
C543671,22602,RETROSPOT WOODEN HEART DECORATION,-36,2011-02-11 11:24:00,0.85,18087,United Kingdom,87634,True,True,False,True,False,False,False,False,False,False,True
C543671,22600,CHRISTMAS RETROSPOT STAR WOOD,-12,2011-02-11 11:24:00,0.85,18087,United Kingdom,87635,True,True,False,True,False,False,False,False,False,False,True
C543706,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-11 11:44:00,12.75,15044,United Kingdom,87648,True,True,False,True,False,False,False,False,False,False,True
C543729,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-02-11 11:55:00,2.95,15796,United Kingdom,87754,True,True,False,True,False,False,False,False,False,False,True
C543741,22179,SET 10 LIGHTS NIGHT OWL,-1,2011-02-11 13:37:00,6.75,13021,United Kingdom,87998,True,True,False,True,False,False,False,False,False,False,True
C543742,20985,HEART CALCULATOR,-1,2011-02-11 13:38:00,1.25,14676,United Kingdom,87999,True,True,False,True,False,False,False,False,False,False,True
C543743,M,Manual,-1,2011-02-11 13:39:00,4.5,12505,Italy,88000,True,True,False,True,False,False,False,False,False,False,True
C543744,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,2011-02-11 13:43:00,4.95,13672,United Kingdom,88001,True,True,False,True,False,False,False,False,False,False,True
C543744,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,2011-02-11 13:43:00,1.69,13672,United Kingdom,88002,True,True,False,True,False,False,False,False,False,False,True
C543744,79323P,PINK CHERRY LIGHTS,-4,2011-02-11 13:43:00,6.75,13672,United Kingdom,88003,True,True,False,True,False,False,False,False,False,False,True
C543745,79323B,BLACK CHERRY LIGHTS,-4,2011-02-11 13:46:00,6.75,13672,United Kingdom,88004,True,True,False,True,False,False,False,False,False,False,True
C543745,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,2011-02-11 13:46:00,4.95,13672,United Kingdom,88005,True,True,False,True,False,False,False,False,False,False,True
C543745,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,2011-02-11 13:46:00,1.69,13672,United Kingdom,88006,True,True,False,True,False,False,False,False,False,False,True
C543749,M,Manual,-1,2011-02-11 13:55:00,71.46,13672,United Kingdom,88028,True,True,False,True,False,False,False,False,False,False,True
C543750,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,2011-02-11 13:59:00,6.35,18250,United Kingdom,88029,True,True,False,True,False,False,False,False,False,False,True
C543752,D,Discount,-1,2011-02-11 14:12:00,64.27,14031,United Kingdom,88032,True,True,False,True,False,False,False,False,False,False,True
C543755,85049G,CHOCOLATE BOX RIBBONS,-12,2011-02-11 14:48:00,1.25,14304,United Kingdom,88057,True,True,False,True,False,False,False,False,False,False,True
C543755,22311,OFFICE MUG WARMER BLACK+SILVER,-6,2011-02-11 14:48:00,2.95,14304,United Kingdom,88058,True,True,False,True,False,False,False,False,False,False,True
C543755,21591,COSY HOUR CIGAR BOX MATCHES,-24,2011-02-11 14:48:00,1.25,14304,United Kingdom,88059,True,True,False,True,False,False,False,False,False,False,True
C543755,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,-4,2011-02-11 14:48:00,4.95,14304,United Kingdom,88060,True,True,False,True,False,False,False,False,False,False,True
C543755,22087,PAPER BUNTING WHITE LACE,-6,2011-02-11 14:48:00,2.95,14304,United Kingdom,88061,True,True,False,True,False,False,False,False,False,False,True
C543755,21915,RED  HARMONICA IN BOX,-12,2011-02-11 14:48:00,1.25,14304,United Kingdom,88062,True,True,False,True,False,False,False,False,False,False,True
C543755,22617,BAKING SET SPACEBOY DESIGN,-3,2011-02-11 14:48:00,4.95,14304,United Kingdom,88063,True,True,False,True,False,False,False,False,False,False,True
C543755,22158,3 HEARTS HANGING DECORATION RUSTIC,-8,2011-02-11 14:48:00,2.95,14304,United Kingdom,88064,True,True,False,True,False,False,False,False,False,False,True
C543755,22568,FELTCRAFT CUSHION OWL,-4,2011-02-11 14:48:00,3.75,14304,United Kingdom,88065,True,True,False,True,False,False,False,False,False,False,True
C543755,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,-6,2011-02-11 14:48:00,2.95,14304,United Kingdom,88066,True,True,False,True,False,False,False,False,False,False,True
C543756,22364,GLASS JAR DIGESTIVE BISCUITS,-7,2011-02-11 14:50:00,2.55,13089,United Kingdom,88067,True,True,False,True,False,False,False,False,False,False,True
C543756,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,2011-02-11 14:50:00,2.55,13089,United Kingdom,88068,True,True,False,True,False,False,False,False,False,False,True
C543756,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-02-11 14:50:00,1.45,13089,United Kingdom,88069,True,True,False,True,False,False,False,False,False,False,True
C543757,22068,BLACK PIRATE TREASURE CHEST,-1,2011-02-11 15:05:00,1.65,13115,United Kingdom,88070,True,True,False,True,False,False,False,False,False,False,True
C543758,D,Discount,-1,2011-02-11 15:07:00,65.91,15299,United Kingdom,88071,True,True,False,True,False,False,False,False,False,False,True
C543760,37446,MINI CAKE STAND WITH HANGING CAKES,-48,2011-02-11 15:12:00,1.25,15638,United Kingdom,88084,True,True,False,True,False,False,False,False,False,False,True
C543760,37449,CERAMIC CAKE STAND + HANGING CAKES,-4,2011-02-11 15:12:00,8.5,15638,United Kingdom,88085,True,True,False,True,False,False,False,False,False,False,True
C543761,22569,FELTCRAFT CUSHION BUTTERFLY,-1,2011-02-11 15:13:00,3.75,12943,United Kingdom,88086,True,True,False,True,False,False,False,False,False,False,True
C543763,22770,MIRROR CORNICE,-1,2011-02-11 15:14:00,14.95,13050,United Kingdom,88090,True,True,False,True,False,False,False,False,False,False,True
C543763,22767,TRIPLE PHOTO FRAME CORNICE,-2,2011-02-11 15:14:00,9.95,13050,United Kingdom,88091,True,True,False,True,False,False,False,False,False,False,True
C543764,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-02-11 15:16:00,0.85,17035,United Kingdom,88092,True,True,False,True,False,False,False,False,False,False,True
C543764,79191D,RETRO PLASTIC DAISY TRAY,-12,2011-02-11 15:16:00,0.85,17035,United Kingdom,88093,True,True,False,True,False,False,False,False,False,False,True
C543764,22767,TRIPLE PHOTO FRAME CORNICE,-1,2011-02-11 15:16:00,9.95,17035,United Kingdom,88094,True,True,False,True,False,False,False,False,False,False,True
C543764,85232D,SET/3 DECOUPAGE STACKING TINS,-3,2011-02-11 15:16:00,4.95,17035,United Kingdom,88095,True,True,False,True,False,False,False,False,False,False,True
C543765,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-02-11 15:16:00,0.85,16265,United Kingdom,88096,True,True,False,True,False,False,False,False,False,False,True
C543766,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-1,2011-02-11 15:18:00,4.25,13319,United Kingdom,88097,True,True,False,True,False,False,False,False,False,False,True
C543767,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-02-11 15:19:00,3.75,13767,United Kingdom,88098,True,True,False,True,False,False,False,False,False,False,True
C543767,22727,ALARM CLOCK BAKELIKE RED,-1,2011-02-11 15:19:00,3.75,13767,United Kingdom,88099,True,True,False,True,False,False,False,False,False,False,True
C543768,37500,TEA TIME TEAPOT IN GIFT BOX,-1,2011-02-11 15:20:00,9.95,14497,United Kingdom,88100,True,True,False,True,False,False,False,False,False,False,True
C543768,22794,SWEETHEART WIRE MAGAZINE RACK,-1,2011-02-11 15:20:00,7.95,14497,United Kingdom,88101,True,True,False,True,False,False,False,False,False,False,True
C543769,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-02-11 15:22:00,4.25,17213,United Kingdom,88102,True,True,False,True,False,False,False,False,False,False,True
C543771,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-11 15:43:00,12.75,15658,United Kingdom,88127,True,True,False,True,False,False,False,False,False,False,True
C543771,22627,MINT KITCHEN SCALES,-1,2011-02-11 15:43:00,8.5,15658,United Kingdom,88128,True,True,False,True,False,False,False,False,False,False,True
C543772,22355,CHARLOTTE BAG SUKI DESIGN,-1,2011-02-11 15:43:00,0.85,13534,United Kingdom,88129,True,True,False,True,False,False,False,False,False,False,True
C543773,21218,RED SPOTTY BISCUIT TIN,-1,2011-02-11 15:47:00,3.75,12410,Switzerland,88130,True,True,False,True,False,False,False,False,False,False,True
C543773,22626,BLACK KITCHEN SCALES,-1,2011-02-11 15:47:00,8.5,12410,Switzerland,88131,True,True,False,True,False,False,False,False,False,False,True
C543775,21871,SAVE THE PLANET MUG,-6,2011-02-11 16:10:00,1.25,13102,United Kingdom,88152,True,True,False,True,False,False,False,False,False,False,True
C543776,22962,JAM JAR WITH PINK LID,-3,2011-02-11 16:12:00,0.85,14133,United Kingdom,88153,True,True,False,True,False,False,False,False,False,False,True
C543778,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-02-11 16:30:00,2.95,18084,United Kingdom,88197,True,True,False,True,False,False,False,False,False,False,True
C543779,22083,PAPER CHAIN KIT RETROSPOT,-4,2011-02-11 16:32:00,2.95,15240,United Kingdom,88198,True,True,False,True,False,False,False,False,False,False,True
C543779,21218,RED SPOTTY BISCUIT TIN,-1,2011-02-11 16:32:00,3.75,15240,United Kingdom,88199,True,True,False,True,False,False,False,False,False,False,True
C543780,22712,CARD DOLLY GIRL,-1,2011-02-11 16:34:00,0.42,17334,United Kingdom,88200,True,True,False,True,False,False,False,False,False,False,True
543781,21655,,19,2011-02-11 16:36:00,0.0,,United Kingdom,88201,False,False,False,False,False,True,True,False,True,True,True
543782,85232B,,6,2011-02-11 16:36:00,0.0,,United Kingdom,88202,False,False,False,False,False,True,True,False,True,True,True
543783,20966,,-41,2011-02-11 16:45:00,0.0,,United Kingdom,88203,False,True,False,True,False,True,True,False,True,True,True
C543784,22169,FAMILY ALBUM WHITE PICTURE FRAME,-4,2011-02-11 16:59:00,7.65,13089,United Kingdom,88204,True,True,False,True,False,False,False,False,False,False,True
C543785,22846,BREAD BIN DINER STYLE RED,-2,2011-02-11 17:01:00,14.95,13098,United Kingdom,88205,True,True,False,True,False,False,False,False,False,False,True
C543786,22191,IVORY DINER WALL CLOCK,-1,2011-02-11 17:01:00,8.5,13078,United Kingdom,88206,True,True,False,True,False,False,False,False,False,False,True
C543787,85178,VICTORIAN SEWING KIT,-48,2011-02-11 17:05:00,0.85,15061,United Kingdom,88207,True,True,False,True,False,False,False,False,False,False,True
C543789,M,Manual,-1,2011-02-11 17:10:00,856.48,17450,United Kingdom,88210,True,True,False,True,False,False,False,False,False,False,True
C543789,D,Discount,-1,2011-02-11 17:10:00,84.8,17450,United Kingdom,88211,True,True,False,True,False,False,False,False,False,False,True
C543789,M,Manual,-1,2011-02-11 17:10:00,190.8,17450,United Kingdom,88212,True,True,False,True,False,False,False,False,False,False,True
C543790,21232,STRAWBERRY CERAMIC TRINKET BOX,-5,2011-02-11 17:12:00,1.25,17071,United Kingdom,88213,True,True,False,True,False,False,False,False,False,False,True
C543790,22467,GUMBALL COAT RACK,-1,2011-02-11 17:12:00,2.55,17071,United Kingdom,88214,True,True,False,True,False,False,False,False,False,False,True
C543791,75049L,LARGE CIRCULAR MIRROR MOBILE,-13,2011-02-11 17:13:00,0.85,15270,United Kingdom,88215,True,True,False,True,False,False,False,False,False,False,True
C543791,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-02-11 17:13:00,2.55,15270,United Kingdom,88216,True,True,False,True,False,False,False,False,False,False,True
C543791,21733,RED HANGING HEART T-LIGHT HOLDER,-2,2011-02-11 17:13:00,2.95,15270,United Kingdom,88217,True,True,False,True,False,False,False,False,False,False,True
C543791,21735,TWO DOOR CURIO CABINET,-2,2011-02-11 17:13:00,10.95,15270,United Kingdom,88218,True,True,False,True,False,False,False,False,False,False,True
C543792,22176,BLUE OWL SOFT TOY,-1,2011-02-11 17:14:00,2.95,13725,United Kingdom,88219,True,True,False,True,False,False,False,False,False,False,True
C543792,20749,ASSORTED COLOUR MINI CASES,-1,2011-02-11 17:14:00,7.95,13725,United Kingdom,88220,True,True,False,True,False,False,False,False,False,False,True
C543792,22849,BREAD BIN DINER STYLE MINT,-1,2011-02-11 17:14:00,16.95,13725,United Kingdom,88221,True,True,False,True,False,False,False,False,False,False,True
C543811,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-13 14:28:00,12.75,15640,United Kingdom,88637,True,True,False,True,False,False,False,False,False,False,True
C543811,22634,CHILDS BREAKFAST SET SPACEBOY,-1,2011-02-13 14:28:00,9.95,15640,United Kingdom,88638,True,True,False,True,False,False,False,False,False,False,True
C543817,22179,SET 10 LIGHTS NIGHT OWL,-1,2011-02-13 15:28:00,6.75,17841,United Kingdom,88796,True,True,False,True,False,False,False,False,False,False,True
C543817,22558,CLOTHES PEGS RETROSPOT PACK 24,-2,2011-02-13 15:28:00,1.49,17841,United Kingdom,88797,True,True,False,True,False,False,False,False,False,False,True
